age,gender,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,Churn 
15,M,Town,Platinum Membership,2017-05-15,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18,-7565014239633990.0,38860.31,1.2330226336616e+16,Yes,No,Yes,Solved in Follow-up,Too many ads,1
49,M,City,Premium Membership,2017-11-13,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14,96.53,44691.2,757.09,Yes,No,Yes,Solved in Follow-up,Too many ads,1
26,F,City,No Membership,2016-12-07,Yes,CID39736,Without Offers,?,Wi-Fi,21,40.97,8717.37,539.26,No,Yes,Yes,Unsolved,Poor Website,1
64,M,Town,Silver Membership,2017-10-29,Yes,CID29581,Credit/Debit Card Offers,Smartphone,Fiber_Optic,-999,115.16,39417.79,701.74,Yes,No,Yes,No Information Available,Poor Website,1
22,M,Village,No Membership,2017-08-30,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,19,33.92,5534.77,670.3,No,Yes,No,Not Applicable,No reason specified,1
54,M,Town,Gold Membership,2015-01-24,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,14,148.34,2135.36,723.8,No,Yes,No,Not Applicable,Too many ads,0
29,M,Town,Basic Membership,2015-09-11,Yes,CID11996,Credit/Debit Card Offers,Desktop,Mobile_Data,9,271.05,30594.0,518.45,Yes,Yes,Yes,Solved in Follow-up,Too many ads,1
64,F,Town,Basic Membership,2015-02-22,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,-999,297.4,17465.41,694.18,Yes,No,Yes,No Information Available,Poor Product Quality,1
64,F,Village,Premium Membership,2017-01-24,Yes,CID41966,Credit/Debit Card Offers,Smartphone,Wi-Fi,17,50.01,44501.99,780.65,No,Yes,Yes,Solved,Products always in Stock,0
15,F,Town,Silver Membership,2015-03-14,?,CID60118,Gift Vouchers/Coupons,Both,Mobile_Data,18,-7284961627910730.0,1957.37,640.29,Yes,No,Yes,No Information Available,Poor Product Quality,1
27,M,City,No Membership,2017-08-15,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,14,179.85,6158.33,603.3,Yes,No,Yes,Unsolved,Poor Product Quality,1
29,F,City,Silver Membership,2017-03-19,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11,51.26,11442.89,4761759695713890.0,No,Yes,Yes,Unsolved,Too many ads,1
23,M,Town,Basic Membership,2016-04-04,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,5,52.74,14616.88,510.8,Yes,No,Yes,Solved,Too many ads,1
10,M,Town,Platinum Membership,2017-07-12,?,CID2505,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13,-5969003418966440.0,36614.98,1091030511885220.0,Yes,No,Yes,Solved in Follow-up,Reasonable Price,0
58,F,Town,Silver Membership,2015-12-03,Yes,CID15782,Credit/Debit Card Offers,Desktop,Wi-Fi,7,118.17,42858.61,747.8,Yes,No,No,Not Applicable,Too many ads,1
17,M,Village,Platinum Membership,2017-07-31,Yes,CID13020,Without Offers,Desktop,Fiber_Optic,9,1066.72,22470.99,756.59,Yes,No,Yes,Solved,Poor Website,1
58,F,Town,Premium Membership,2017-04-08,Yes,CID30495,Without Offers,Desktop,Mobile_Data,12,159.24,12574.65,1.24099914518357e+16,No,Yes,No,Not Applicable,Poor Customer Service,1
64,F,Village,Premium Membership,2016-12-17,Yes,CID28139,Credit/Debit Card Offers,Smartphone,Fiber_Optic,-999,717.45,33205.96,827.43,Yes,Yes,Yes,No Information Available,Reasonable Price,0
43,M,Town,Platinum Membership,2017-01-24,Yes,CID225,Credit/Debit Card Offers,Desktop,Fiber_Optic,15,138.01,46245.64,728.63,No,Yes,No,Not Applicable,No reason specified,1
58,F,Town,Basic Membership,2015-07-20,Yes,CID10508,Without Offers,Smartphone,Mobile_Data,8,245.77,21154.53,561.09,No,Yes,No,Not Applicable,No reason specified,1
12,F,Town,Basic Membership,2015-07-05,Yes,CID11679,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9,301.38,31952.73,686.85,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
19,M,Town,No Membership,2017-03-26,No,xxxxxxxx,Without Offers,?,Mobile_Data,20,267.02,37220.68,635.44,No,Yes,Yes,Solved in Follow-up,No reason specified,1
60,M,City,No Membership,2015-01-22,?,CID31796,Credit/Debit Card Offers,Smartphone,Mobile_Data,10,514.63,24343.07,1.07850580765745e+16,No,Yes,No,Not Applicable,Poor Website,1
39,M,Village,Gold Membership,2016-08-01,?,CID2968,Credit/Debit Card Offers,Desktop,Fiber_Optic,22,125.89,28746.84,8967324073523650.0,Yes,No,No,Not Applicable,Poor Website,1
10,F,Town,Silver Membership,2016-01-01,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,8,32.57,5124.82,638.99,No,Yes,Yes,Solved,Poor Website,1
42,M,Village,Platinum Membership,2016-11-21,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,24,34.74,93729.59,764.45,Yes,No,Yes,No Information Available,Reasonable Price,0
15,F,Town,No Membership,2016-12-05,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,9,282.98,1559.28,677.03,Yes,No,No,Not Applicable,Poor Customer Service,1
42,F,City,Premium Membership,2015-10-05,Yes,CID23869,Without Offers,Desktop,Fiber_Optic,2,772.46,18584.21,1.10513957845517e+16,Yes,Yes,No,Not Applicable,Poor Website,1
63,M,City,Platinum Membership,2017-06-12,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,11,358.56,57955.48,9928546437903220.0,Yes,No,Yes,No Information Available,Products always in Stock,0
14,M,Town,Silver Membership,2017-12-26,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,2,156.56,32459.54,650.02,No,Yes,Yes,Unsolved,Poor Customer Service,1
11,F,Town,No Membership,2016-01-27,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16,224.63,46449.59,695.29,No,Yes,No,Not Applicable,No reason specified,0
43,F,Town,Gold Membership,2015-10-04,Yes,CID15164,Credit/Debit Card Offers,Desktop,Fiber_Optic,13,151.08,22399.13,658.1,Yes,No,Yes,No Information Available,Poor Website,0
45,M,Town,Basic Membership,2015-01-10,Yes,CID18976,Credit/Debit Card Offers,Desktop,Wi-Fi,9,203.87,29579.27,643.2,Yes,Yes,No,Not Applicable,Poor Product Quality,1
18,F,Town,Gold Membership,2017-01-02,Yes,CID62711,Without Offers,Smartphone,Mobile_Data,3,41.6,41783.89,779.14,No,Yes,Yes,Unsolved,Poor Product Quality,1
55,F,City,Gold Membership,2015-06-01,Yes,CID26029,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16,32.22,36157.5,619.51,Yes,No,Yes,No Information Available,Too many ads,1
38,M,City,No Membership,2017-07-02,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,17,31.48,15743.87,710.56,Yes,No,No,Not Applicable,No reason specified,1
29,F,City,Silver Membership,2017-12-24,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,17,65.01,19061.75,2.33094391229763e+16,Yes,No,No,Not Applicable,Poor Website,1
24,M,City,Basic Membership,2017-01-07,Yes,CID57391,Without Offers,Smartphone,Mobile_Data,11,32.89,49293.18,582.08,No,Yes,No,Not Applicable,No reason specified,1
48,F,Town,Gold Membership,2017-01-21,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,23,256.39,36873.78,694.95,Yes,No,No,Not Applicable,No reason specified,1
12,M,City,Gold Membership,2015-04-08,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,14,1736.99,26746.5,700.4,No,Yes,Yes,Solved,Reasonable Price,0
21,M,Town,No Membership,2017-08-31,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,2,34.84,19816.76,652.56,Yes,No,No,Not Applicable,Too many ads,1
13,F,Village,No Membership,2015-07-19,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,18,308.33,9270.16,549.96,No,Yes,Yes,Solved,Too many ads,0
28,F,Village,Silver Membership,2017-02-26,?,CID53032,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10,88.5,26109.33,750.28,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
14,M,Town,No Membership,2015-05-11,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,14,44.82,7511.23,518.36,No,Yes,Yes,Unsolved,Too many ads,1
15,F,Town,Silver Membership,2017-12-16,Yes,CID53518,Gift Vouchers/Coupons,?,Fiber_Optic,12,625.26,10121.2,749.39,Yes,Yes,No,Not Applicable,No reason specified,1
24,F,Village,Platinum Membership,2015-05-24,?,CID14137,Gift Vouchers/Coupons,Both,Wi-Fi,19,216.17,87718.8,813.05,No,Yes,Yes,Unsolved,Reasonable Price,0
57,F,City,Basic Membership,2015-11-12,Yes,CID38901,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,264.67,23718.17,1.05798465199996e+16,Yes,No,No,Not Applicable,No reason specified,1
46,F,City,Platinum Membership,2015-04-10,Yes,CID38220,Credit/Debit Card Offers,Desktop,Fiber_Optic,-999,272.98,45572.85,767.93,No,Yes,Yes,Unsolved,Poor Product Quality,1
40,M,Town,Basic Membership,2017-08-23,Yes,xxxxxxxx,Without Offers,?,Fiber_Optic,11,192.63,43598.1,708.14,No,Yes,No,Not Applicable,Poor Website,1
56,F,Town,Basic Membership,2015-11-25,Yes,CID57663,Without Offers,Smartphone,Mobile_Data,6,677.31,27243.28,613.7,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
60,F,Village,Platinum Membership,2017-09-02,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16,227.39,20157.5,775.49,Yes,Yes,Yes,Unsolved,Poor Website,1
42,F,City,Basic Membership,2017-12-25,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,9,160.63,34016.32,1.19370856573017e+16,Yes,No,Yes,No Information Available,Poor Customer Service,1
61,M,Town,Silver Membership,2017-07-12,Yes,CID40472,Credit/Debit Card Offers,Desktop,Fiber_Optic,17,31.23,25123.16,608.18,Yes,No,No,Not Applicable,Poor Website,1
39,F,City,Gold Membership,2016-07-03,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,5,1379359953816360.0,12580.95,704.94,Yes,No,No,Not Applicable,Poor Website,1
14,M,Town,Gold Membership,2016-04-25,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,19,31.89,49038.13,628.02,Yes,No,No,Not Applicable,No reason specified,1
34,M,Town,Basic Membership,2015-04-26,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,12,30.61,9626.83,626.58,Yes,No,No,Not Applicable,Poor Website,1
35,F,Village,Platinum Membership,2016-10-10,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,23,335.26,93743.43,714.27,No,Yes,No,Not Applicable,Products always in Stock,0
16,M,Town,No Membership,2017-03-06,Yes,CID41077,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22,176.07,9406.63,633.85,Yes,No,Yes,Unsolved,Too many ads,1
22,F,Village,Silver Membership,2017-07-29,?,CID46670,Credit/Debit Card Offers,Desktop,Wi-Fi,-999,30.32,7654.64,725.71,No,Yes,Yes,Unsolved,User Friendly Website,0
40,F,Town,Silver Membership,2017-07-23,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,17,313.01,16097.39,3.47642324739306e+16,Yes,Yes,No,Not Applicable,Poor Website,1
26,F,City,Basic Membership,2015-10-20,Yes,CID1639,Credit/Debit Card Offers,Both,Fiber_Optic,5,234.07,34779.12,655.42,No,Yes,Yes,Solved in Follow-up,Too many ads,1
18,M,Town,Basic Membership,2017-04-27,No,xxxxxxxx,Without Offers,?,Fiber_Optic,20,112.24,34205.37,690.4,No,Yes,No,Not Applicable,Poor Customer Service,1
39,M,Town,Platinum Membership,2016-01-19,Yes,CID35338,Without Offers,Desktop,Mobile_Data,10,179.71,10066.58,775.21,No,Yes,No,Not Applicable,Poor Customer Service,1
55,M,City,Silver Membership,2016-07-25,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12,76.96,39690.71,644.92,Yes,No,No,Not Applicable,Poor Product Quality,1
26,M,City,No Membership,2015-06-02,Yes,CID18082,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16,116.0,32644.78,695.25,No,Yes,Yes,No Information Available,Poor Customer Service,1
47,F,City,Gold Membership,2015-05-25,?,CID6105,Without Offers,Smartphone,Fiber_Optic,6,170.06,13251.35,647.91,No,Yes,Yes,Solved in Follow-up,Too many ads,1
47,M,City,Gold Membership,2015-01-31,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,13,137.19,55512.34,848.84,No,Yes,Yes,No Information Available,Quality Customer Care,0
16,F,Town,Premium Membership,2015-09-20,Yes,CID2414,Without Offers,Both,Mobile_Data,5,1205.39,26522.9,716.23,No,Yes,Yes,Solved,No reason specified,1
57,M,Village,Silver Membership,2017-10-18,Yes,CID37855,Credit/Debit Card Offers,Desktop,Mobile_Data,11,164.48,27712.4,782.75,No,Yes,Yes,No Information Available,Poor Product Quality,1
48,F,City,Premium Membership,2016-06-06,Yes,CID54018,Credit/Debit Card Offers,Desktop,Fiber_Optic,6,31.91,4131.91,1.26593571038589e+16,No,Yes,Yes,Unsolved,Quality Customer Care,0
58,M,City,No Membership,2017-02-23,Yes,CID34673,Gift Vouchers/Coupons,Both,Wi-Fi,15,1107.34,26658.56,575.87,Yes,No,No,Not Applicable,Too many ads,1
15,F,City,No Membership,2017-08-09,?,CID29900,Without Offers,Desktop,Wi-Fi,16,333.85,41335.32,683.21,No,Yes,Yes,Solved,No reason specified,1
33,M,City,Gold Membership,2016-03-14,Yes,CID52127,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12,73.87,35420.41,639.47,Yes,No,No,Not Applicable,Too many ads,1
32,F,City,No Membership,2015-05-27,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,16,49.67,2363.92,658.92,Yes,No,No,Not Applicable,Poor Website,1
44,M,City,Gold Membership,2017-05-27,Yes,CID675,Gift Vouchers/Coupons,Both,Fiber_Optic,19,505.18,1250.23,1.29505982364879e+16,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,0
63,M,Town,Gold Membership,2016-10-06,Yes,CID11507,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10,263.68,21332.45,674.83,No,Yes,Yes,Unsolved,Too many ads,1
58,F,City,Basic Membership,2016-04-22,Yes,CID34827,Gift Vouchers/Coupons,Desktop,Wi-Fi,8,137.79,2578.09,515.33,Yes,No,Yes,Solved,Poor Website,1
50,F,Town,Gold Membership,2015-11-28,Yes,CID42537,Without Offers,Desktop,Wi-Fi,-999,30.84,23221.63,739.71,Yes,No,No,Not Applicable,Too many ads,1
12,M,City,Basic Membership,2015-04-21,Yes,CID12082,Without Offers,Smartphone,Wi-Fi,17,65.63,44038.21,687.15,Yes,No,No,Not Applicable,No reason specified,1
51,M,Town,No Membership,2016-12-14,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10,242.37,44601.49,600.72,No,Yes,Yes,Solved,No reason specified,0
36,M,Town,No Membership,2017-11-30,Yes,CID16307,Credit/Debit Card Offers,Desktop,Mobile_Data,11,103.86,4806.75,718.51,No,Yes,Yes,Solved in Follow-up,No reason specified,1
38,F,City,Silver Membership,2017-08-28,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,17,34.59,37017.94,697.97,No,Yes,No,Not Applicable,Too many ads,1
16,F,Town,Gold Membership,2016-07-12,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,22,37.31,22261.24,8887977850949210.0,No,Yes,Yes,Solved,Poor Customer Service,1
14,M,City,Gold Membership,2017-03-06,?,CID47761,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18,160.22,43339.8,2715260135609200.0,Yes,No,No,Not Applicable,Poor Product Quality,0
27,F,Village,Platinum Membership,2016-05-13,Yes,CID58719,Credit/Debit Card Offers,Desktop,Mobile_Data,10,33.81,34668.15,796.55,No,Yes,Yes,Solved,Poor Customer Service,1
53,F,City,Silver Membership,2015-01-15,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17,82.2,18292.25,719.88,No,Yes,Yes,Unsolved,No reason specified,1
32,F,City,Silver Membership,2015-01-08,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,13,343.17,53180.33,781.27,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
56,F,City,Basic Membership,2016-04-08,?,CID20627,Credit/Debit Card Offers,?,Wi-Fi,22,341.41,8218.67,626.5,Yes,Yes,No,Not Applicable,Poor Product Quality,1
50,F,Town,Premium Membership,2017-01-29,Yes,CID47808,Without Offers,Desktop,Fiber_Optic,24,326.69,33257.7,762.01,Yes,No,No,Not Applicable,Poor Customer Service,1
14,M,Town,Gold Membership,2017-02-02,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,22,78.89,18225.1,773.14,Yes,No,Yes,Solved in Follow-up,No reason specified,1
36,M,City,Basic Membership,2017-06-05,Yes,xxxxxxxx,Without Offers,Both,Mobile_Data,-999,286.44,18444.87,517.07,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
12,M,City,Silver Membership,2017-10-23,Yes,CID29232,Without Offers,Smartphone,Wi-Fi,7,245.2,8728.29,643.2,Yes,Yes,No,Not Applicable,Poor Website,1
23,M,Town,Basic Membership,2016-02-22,Yes,CID46171,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13,38.83,46775.55,1017510632768570.0,No,Yes,Yes,No Information Available,Poor Customer Service,1
39,F,Town,No Membership,2015-05-22,Yes,CID51647,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23,113.97,46997.23,613.25,Yes,No,No,Not Applicable,Too many ads,0
13,F,City,No Membership,2017-07-16,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,23,463.45,16233.63,3.4656250310339e+16,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
32,F,Village,Premium Membership,2015-02-21,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,263.1,15744.44,733.86,No,Yes,No,Not Applicable,Poor Customer Service,1
62,M,Town,No Membership,2015-05-19,Yes,CID48823,Without Offers,Both,Mobile_Data,12,590.64,40030.42,1.13323950802284e+16,Yes,Yes,Yes,Solved in Follow-up,No reason specified,1
37,M,Town,Basic Membership,2015-08-14,?,CID30665,Without Offers,Both,Wi-Fi,10,361.6,13623.62,610.17,Yes,Yes,No,Not Applicable,Poor Product Quality,1
48,M,City,No Membership,2015-06-02,Yes,CID16121,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16,69.77,4276.63,537.39,No,Yes,Yes,Solved in Follow-up,Too many ads,1
38,M,City,Gold Membership,2015-10-24,Yes,CID50297,Credit/Debit Card Offers,Smartphone,Wi-Fi,13,625.67,1741.49,718.17,Yes,Yes,No,Not Applicable,Poor Product Quality,0
30,M,Town,No Membership,2015-04-15,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,11,294.48,11683.75,696.22,Yes,Yes,No,Not Applicable,Too many ads,1
41,F,Town,No Membership,2017-09-04,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,2,1.48689227664912e+16,35736.8,697.54,Yes,Yes,No,Not Applicable,No reason specified,1
40,M,Town,Silver Membership,2016-11-07,Yes,CID54322,Credit/Debit Card Offers,Desktop,Wi-Fi,17,85.47,48340.0,701.0,No,Yes,No,Not Applicable,Poor Customer Service,1
20,M,City,Basic Membership,2015-07-08,Yes,CID16433,Without Offers,Desktop,Mobile_Data,14,30.51,29064.49,669.64,Yes,No,Yes,No Information Available,Poor Product Quality,1
37,M,City,Silver Membership,2016-07-22,Yes,CID31886,Gift Vouchers/Coupons,Both,Fiber_Optic,15,1682.53,17640.23,1.08105852860293e+16,No,Yes,No,Not Applicable,No reason specified,1
29,M,Village,Premium Membership,2017-03-21,Yes,CID29105,Credit/Debit Card Offers,?,Wi-Fi,16,278.26,23895.08,796.05,Yes,No,No,Not Applicable,Reasonable Price,0
38,F,City,Gold Membership,2016-04-25,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,16,249.63,38844.39,600.47,No,Yes,No,Not Applicable,Too many ads,1
34,M,City,No Membership,2015-10-11,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,19,74.45,28332.57,661.7,Yes,No,Yes,Solved in Follow-up,Too many ads,1
53,M,Town,No Membership,2015-11-13,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,-999,366.92,18429.5,600.55,No,Yes,No,Not Applicable,Too many ads,1
53,F,Village,Basic Membership,2015-05-18,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,17,43.77,27306.44,678.22,No,Yes,No,Not Applicable,Poor Product Quality,1
18,F,Village,Premium Membership,2016-02-08,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,18,131.81,39010.16,817.93,No,Yes,No,Not Applicable,User Friendly Website,0
63,M,City,Basic Membership,2015-08-26,?,CID33607,Credit/Debit Card Offers,Both,Mobile_Data,16,598.12,34310.68,576.57,Yes,Yes,No,Not Applicable,No reason specified,1
62,M,Village,No Membership,2015-12-31,Yes,CID48609,Credit/Debit Card Offers,Smartphone,Mobile_Data,12,1145226654226600.0,15202.4,514.27,Yes,No,No,Not Applicable,Poor Customer Service,1
45,F,City,Gold Membership,2015-06-15,Yes,CID48475,Without Offers,Both,Mobile_Data,13,907.61,37339.21,697.64,Yes,Yes,No,Not Applicable,Poor Product Quality,1
50,M,Town,Platinum Membership,2015-07-27,?,CID31163,Credit/Debit Card Offers,Desktop,Wi-Fi,2,406.44,35676.39,783.79,No,Yes,No,Not Applicable,Too many ads,1
27,F,City,No Membership,2017-01-14,Yes,CID36936,Without Offers,Smartphone,Wi-Fi,13,79.61,5098.06,666.65,Yes,No,No,Not Applicable,Poor Product Quality,1
59,F,Town,Basic Membership,2016-02-09,Yes,CID62046,Without Offers,Desktop,Fiber_Optic,14,119.54,29551.16,672.61,No,Yes,No,Not Applicable,Too many ads,1
29,M,Town,Gold Membership,2017-09-07,?,CID10328,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13,169.48,43551.55,789.34,Yes,No,No,Not Applicable,No reason specified,1
52,M,Town,Gold Membership,2015-12-18,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,17,-7625678929845030.0,7691.05,1.05860377499618e+16,Yes,No,No,Not Applicable,Too many ads,1
38,M,Town,Silver Membership,2017-11-12,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,1,183.48,99730.17,1038201372071530.0,No,Yes,No,Not Applicable,User Friendly Website,0
27,M,Village,Platinum Membership,2016-07-25,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16,426.61,11322.51,754.34,No,Yes,Yes,No Information Available,Poor Website,1
27,F,Town,Basic Membership,2016-08-28,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10,160.42,1621.14,708.69,Yes,No,Yes,No Information Available,Poor Customer Service,1
15,F,Town,Basic Membership,2015-02-21,Yes,CID49601,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21,32.06,33161.64,583.06,No,Yes,Yes,No Information Available,No reason specified,1
32,M,Town,Basic Membership,2016-11-01,Yes,CID9392,Gift Vouchers/Coupons,?,Mobile_Data,15,48.57,18841.82,665.6,Yes,No,Yes,Unsolved,Poor Website,1
50,M,Town,Basic Membership,2015-10-25,Yes,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,14,-1034172968563830.0,28538.68,514.61,Yes,No,Yes,Solved,No reason specified,1
40,F,City,Gold Membership,2016-09-17,Yes,CID49302,Credit/Debit Card Offers,Desktop,Fiber_Optic,8,298.79,38136.0,669.96,No,Yes,No,Not Applicable,Too many ads,1
47,M,Town,Basic Membership,2016-09-10,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,6,141.6,37424.02,506.51,No,Yes,Yes,No Information Available,No reason specified,1
20,M,Town,Basic Membership,2015-03-19,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13,208.52,37235.47,615.04,Yes,No,Yes,No Information Available,No reason specified,0
60,M,City,Premium Membership,2015-01-11,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,16,238.59,46526.08,711.65,Yes,Yes,No,Not Applicable,Reasonable Price,0
31,F,City,Silver Membership,2015-02-03,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,4,103.85,45678.6,619.12,Yes,No,No,Not Applicable,No reason specified,1
63,Unknown,Town,Basic Membership,2016-09-01,Yes,CID15028,Credit/Debit Card Offers,Desktop,Wi-Fi,17,132.39,34125.13,567.16,No,Yes,Yes,Unsolved,Too many ads,1
58,F,Village,No Membership,2017-12-19,?,CID24051,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19,70.56,40600.25,659.94,Yes,No,Yes,No Information Available,Poor Website,1
22,F,City,No Membership,2015-08-19,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,-999,30.84,36261.33,565.05,Yes,No,No,Not Applicable,Poor Website,1
29,F,City,No Membership,2016-12-25,Yes,CID63439,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12,53.32,23947.73,672.26,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
28,F,City,Silver Membership,2015-12-30,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,21,43.79,47718.96,724.66,Yes,No,Yes,Solved in Follow-up,Poor Website,1
42,F,Town,No Membership,2016-11-10,Yes,CID15416,Without Offers,Desktop,Wi-Fi,10,30.71,40122.23,717.31,Yes,No,Yes,Solved in Follow-up,Poor Website,1
42,F,Village,Basic Membership,2015-11-26,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11,273.31,23488.13,657.03,Yes,No,Yes,Solved in Follow-up,No reason specified,1
55,M,City,Premium Membership,2017-09-22,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,14,83.15,24708.16,1.00532809535603e+16,No,Yes,No,Not Applicable,Quality Customer Care,0
21,M,City,No Membership,2017-12-31,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,8,173.51,31006.2,687.47,No,Yes,No,Not Applicable,No reason specified,1
56,F,Town,Basic Membership,2016-01-09,Yes,CID44921,Without Offers,Smartphone,Fiber_Optic,23,160.94,8124.02,669.01,Yes,No,Yes,Solved,Poor Product Quality,1
58,F,Town,Basic Membership,2015-10-29,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,3,83.67,39597.06,1.31596404153097e+16,Yes,No,Yes,Solved in Follow-up,Too many ads,1
63,F,City,Basic Membership,2017-04-22,Yes,CID45071,Without Offers,Both,Fiber_Optic,11,599.52,10338.65,552.67,No,Yes,No,Not Applicable,Too many ads,1
46,M,Town,Basic Membership,2015-04-07,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,21,465.88,18624.48,524.01,No,Yes,Yes,No Information Available,Poor Product Quality,1
43,M,Town,No Membership,2016-06-17,?,CID1662,Gift Vouchers/Coupons,Smartphone,Mobile_Data,-999,31.74,1948.24,577.02,No,Yes,No,Not Applicable,No reason specified,1
